Year,Make,Model,Category,Engine
2010,Polaris,Scrambler 500,ATV,498 ccm
2010,Polaris,Sportsman 300,ATV,298 ccm
2010,Polaris,Sportsman 400 HO,ATV,455 ccm
2010,Polaris,Sportsman 500 HO,ATV,498 ccm
2010,Polaris,Sportsman 500 HO Touring,ATV,498 ccm
2010,Polaris,Sportsman 550,ATV,549 ccm
2010,Polaris,Sportsman 550 EPS,ATV,549 ccm
2010,Polaris,Sportsman 550 Touring,ATV,549 ccm
2010,Polaris,Sportsman 550 X2,ATV,549 ccm
2010,Polaris,Sportsman 800,ATV,760 ccm
2010,Polaris,Sportsman 850,ATV,850 ccm
2010,Polaris,Sportsman 850 EPS,ATV,850 ccm
2010,Polaris,Sportsman 850 Touring,ATV,850 ccm
2010,Polaris,Sportsman 90,ATV,89 ccm
2010,Polaris,Sportsman Big Boss 6x6 800,ATV,760 ccm
2010,Polaris,Trail Blazer 330,ATV,329 ccm
2010,Polaris,Trail Boss 330,ATV,329 ccm
2010,Polini,911 GP6,"Minibike, sport",40 ccm
2010,Polini,Motard Air,"Minibike, sport",69 ccm
2010,Polini,Motard Racing H2O,"Minibike, sport",69 ccm
2010,Polini,X1P Air,"Minibike, cross",49 ccm
2010,Polini,X1R H2O,"Minibike, cross",49 ccm
2010,Polini,XP 4 Street 125,Super motard,121 ccm
2010,Polini,XP 4 Street 50,Super motard,49 ccm
2010,Polini,XP 4T Cross,"Minibike, cross",107 ccm
2010,Polini,XP 4T Minimotard,"Minibike, sport",107 ccm
2010,Polini,XP4 Street 125 Off Road,Enduro/offroad,121 ccm
2010,PRC,(Pro Racing Cycles) LX-RR,Cross/motocross,51 ccm
2010,Puma,Apollo 125,Sport,125 ccm
2010,Puma,CityFly 125,Sport,125 ccm
2010,Puma,Colibry Le Mans 125,Sport,125 ccm
2010,Puma,Energy Sv 125,Sport,124 ccm
2010,Puma,Navona 250,Scooter,249 ccm
2010,Puma,Olimpia 250,Scooter,249 ccm
2010,Puma,T-Rex 125,Sport,125 ccm
2010,Qingqi,Grampus QM250T,Scooter,249 ccm
2010,Qingqi,Leopard QM50T-8G,Scooter,50 ccm
2010,Qingqi,Liger QM200GY-B,Enduro/offroad,199 ccm
2010,Qingqi,Sport QM125-2D,Sport,124 ccm
2010,Qingqi,Variant QM125T-10R,Scooter,125 ccm
2010,Qlink,Commuter 250,Scooter,244 ccm
2010,Qlink,Hawk 50,Scooter,49 ccm
2010,Qlink,Legacy 250,Custom/cruiser,244 ccm
2010,Qlink,Pegasus 150,Scooter,153 ccm
2010,Qlink,Rave 150,Scooter,150 ccm
2010,Qlink,Rave 50,Scooter,49 ccm
2010,Qlink,Rodeo 500,ATV,471 ccm
2010,Qlink,Rodeo 700,ATV,686 ccm
2010,Qlink,Siena 150,Scooter,150 ccm
2010,Qlink,Splendor 400,Scooter,393 ccm
2010,Qlink,Star 50,Scooter,49 ccm
2010,Qlink,XF 200,Enduro/offroad,199 ccm
2010,Qlink,XP 200,Super motard,199 ccm
2010,Quantya,Strada,Super motard,Electric
2010,Quantya,Track,Enduro/offroad,Electric
2010,Redneck,Titanium Lowlife,Custom/cruiser,1639 ccm
2010,Rhino,Hunter S FLM-001,Custom/cruiser,250 ccm
2010,Rhino,Hunter S FLM-003,Custom/cruiser,250 ccm
2010,Rhino,Hunter Softail FLM-004,Custom/cruiser,250 ccm
2010,Rhino,Hunter Softail FLM-005,Custom/cruiser,250 ccm
2010,Rieju,e-Bicy Alu,Allround,Electric
2010,Rieju,e-Bicy Folding,Allround,Electric
2010,Rieju,Marathon 125,Enduro/offroad,125 ccm
2010,Rieju,Marathon 125 PRO,Enduro/offroad,125 ccm
2010,Rieju,Marathon 125 SM,Super motard,125 ccm
2010,Rieju,Marathon 250,Enduro/offroad,250 ccm
2010,Rieju,Marathon 450,Enduro/offroad,449 ccm
2010,Rieju,Marathon Pro 125 SM,Super motard,125 ccm
2010,Rieju,MRT 50,Enduro/offroad,50 ccm
2010,Rieju,MRT 50 SM,Super motard,50 ccm
2010,Rieju,MRT Pro 50,Enduro/offroad,50 ccm
2010,Rieju,MRT Pro 50 Supermotard,Super motard,50 ccm
2010,Rieju,MX 50,"Minibike, cross",50 ccm
2010,Rieju,MX Disc 50,"Minibike, cross",50 ccm
2010,Rieju,NKD 125,Naked bike,125 ccm
2010,Rieju,NKD 50,Naked bike,50 ccm
2010,Rieju,RS2 125,Sport,125 ccm
2010,Rieju,RS2 50 fr,Sport,50 ccm
2010,Rieju,RS2 Pro 125,Sport,125 ccm
2010,Rieju,RS2 PRO 50,Sport,50 ccm
2010,Rieju,Tango 125,Enduro/offroad,125 ccm
2010,Rieju,Tango 250 Off-Road,Enduro/offroad,250 ccm
2010,Rieju,Tango 50,Enduro/offroad,50 ccm
2010,Rieju,Tango 50 SM,Super motard,50 ccm
2010,Rieju,Tango Pro 125,Enduro/offroad,125 ccm
2010,Rieju,Tangoo! 50,Enduro/offroad,50 ccm
2010,Road,Hopper Type 5i Evo,Custom/cruiser,1337 ccm
2010,Roehr,1250sc,Sport,1250 ccm
2010,Rokon,Ranger,Enduro/offroad,160 ccm
2010,Rokon,Scout,Enduro/offroad,172 ccm
2010,Rokon,Trail-Breaker,Enduro/offroad,172 ccm
2010,Rucker,Performance Gauntlet Chopper,Custom/cruiser,2032 ccm
2010,Rucker,Performance Shelby,Sport,2098 ccm
2010,Samurai,Chopper Type 5,Custom/cruiser,1337 ccm
2010,Samurai,Chopper Type 7,Custom/cruiser,1202 ccm
2010,Samurai,Chopper Type 8,Custom/cruiser,1196 ccm
2010,Saxon,Crown,Custom/cruiser,1573 ccm
2010,Saxon,Firestorm,Custom/cruiser,1573 ccm
2010,Saxon,Griffin,Custom/cruiser,1573 ccm
2010,Saxon,Hotrod Sceptre,Custom/cruiser,1573 ccm
2010,Saxon,Reaper,Custom/cruiser,1573 ccm
2010,Saxon,Villain,Custom/cruiser,1573 ccm
2010,Saxon,Warlord,Custom/cruiser,1573 ccm
2010,Saxon,Whip,Custom/cruiser,1573 ccm
2010,Schwinn,Hope 150,Scooter,150 ccm
2010,Schwinn,Hope 50,Scooter,50 ccm
2010,Schwinn,Laguna 50,Scooter,50 ccm
2010,Schwinn,Newport 150,Scooter,150 ccm
2010,Schwinn,Newport 50,Scooter,50 ccm
2010,Schwinn,Valo 150,Scooter,150 ccm
2010,Schwinn,Valo 50,Scooter,50 ccm
2010,Scorpa,SR 125-2T,Trial,125 ccm
2010,Scorpa,SR 125-2T Long Ride,Trial,125 ccm
2010,Scorpa,SR-250 2T,Trial,272 ccm
2010,Scorpa,SR-250-2T Long Ride,Trial,272 ccm
2010,Scorpa,SY-125FR,Trial,124 ccm
2010,Scorpa,SY-125FR Long Ride,Trial,124 ccm
2010,Scorpa,SY-250FR,Trial,249 ccm
2010,Scorpa,SY-250FR Long Ride,Trial,249 ccm
2010,Scorpa,T-Ride 124-4T,Enduro/offroad,124 ccm
2010,Scorpa,T-Ride 250F,Enduro/offroad,249 ccm
2010,Sherco,SE 0.5,Enduro/offroad,50 ccm
2010,Sherco,SE 125-F,Enduro/offroad,124 ccm
2010,Sherco,SE 2.5i -F,Enduro/offroad,250 ccm
2010,Sherco,SE 3.0i -F,Enduro/offroad,290 ccm
2010,Sherco,SE 4.5i-F,Enduro/offroad,449 ccm
2010,Sherco,SE 5.1i-F,Enduro/offroad,510 ccm
2010,Sherco,SM 0.5 Black Panther,Enduro/offroad,50 ccm
2010,Sherco,SM 125-F Black Panther,Super motard,124 ccm
2010,Sherco,SM 4.5i-F Black Panther,Super motard,449 ccm
2010,Sherco,SM 5.1i-F Black Panther,Super motard,510 ccm
2010,Sherco,ST 0.80,Trial,75 ccm
2010,Sherco,ST 1.25,Trial,125 ccm
2010,Sherco,ST 2.5,Trial,250 ccm
2010,Sherco,ST 2.9,Trial,272 ccm
2010,Sherco,ST 3.2 F,Trial,317 ccm
2010,Sherco,SX 2.5i -F,Cross/motocross,250 ccm
2010,Sherco,Urban SU 0.5,Enduro/offroad,50 ccm
2010,Sherco,Urban SU 0.5 Base,Enduro/offroad,50 ccm
2010,Sommer,Diesel 462,Allround,462 ccm
2010,Standbike,SuperBikeBoard,Scooter,250 ccm
2010,Sucker,Punch Sallys 66 Bobber,Custom/cruiser,1337 ccm
2010,Sucker,Punch Sallys Hotrod,Custom/cruiser,1524 ccm
2010,Sucker,Punch Sallys Sled,Custom/cruiser,1337 ccm
2010,Sucker,Punch Sallys Slim,Custom/cruiser,1639 ccm
2010,Sucker,Punch Sallys Swinger,Custom/cruiser,1442 ccm
2010,Sucker,Punch Sallys Traditional Bobber,Custom/cruiser,1337 ccm
2010,Sucker,Punch Sallys Working Mans Special,Custom/cruiser,1337 ccm
2010,Suzuki,Address 125,Scooter,124 ccm
2010,Suzuki,B-King,Naked bike,1340 ccm
2010,Suzuki,B-King ABS,Naked bike,1340 ccm
2010,Suzuki,B-King Hyaku,Naked bike,1340 ccm
2010,Suzuki,Bandit 1250 ABS,Naked bike,1255 ccm
2010,Suzuki,Bandit 1250F ABS,Naked bike,1255 ccm
2010,Suzuki,Bandit 1250S,Naked bike,1255 ccm
2010,Suzuki,Bandit 1250S ABS,Naked bike,1255 ccm
2010,Suzuki,Bandit GSF650,Allround,656 ccm
2010,Suzuki,Bandit GSF650S,Allround,656 ccm
2010,Suzuki,Boulevard 400,Custom/cruiser,399 ccm
2010,Suzuki,Boulevard C109R,Custom/cruiser,1783 ccm
2010,Suzuki,Boulevard C109RT,Touring,1783 ccm
2010,Suzuki,Boulevard C50,Custom/cruiser,805 ccm
2010,Suzuki,Boulevard C50 Special Edition,Custom/cruiser,805 ccm
2010,Suzuki,Boulevard C50T,Touring,805 ccm
2010,Suzuki,Boulevard C90,Custom/cruiser,1462 ccm
2010,Suzuki,Boulevard C90T,Touring,1462 ccm
2010,Suzuki,Boulevard M109R,Custom/cruiser,1783 ccm
2010,Suzuki,Boulevard M109R Limited Edition,Custom/cruiser,1783 ccm
2010,Suzuki,Boulevard M109R2,Custom/cruiser,1783 ccm
2010,Suzuki,Boulevard M50,Custom/cruiser,805 ccm
2010,Suzuki,Boulevard M50 Special Edition,Custom/cruiser,805 ccm
2010,Suzuki,Boulevard M90,Custom/cruiser,1462 ccm
2010,Suzuki,Boulevard S40,Allround,652 ccm
2010,Suzuki,Boulevard S50,Custom/cruiser,805 ccm
2010,Suzuki,Boulevard S83,Custom/cruiser,1360 ccm
2010,Suzuki,Burgman 125,Scooter,124 ccm
2010,Suzuki,Burgman 125 G,Scooter,124 ccm
2010,Suzuki,Burgman 200 G,Scooter,199 ccm
2010,Suzuki,Burgman 400,Scooter,399 ccm
2010,Suzuki,Burgman 650,Scooter,638 ccm
2010,Suzuki,Burgman 650 ABS Executive,Scooter,638 ccm
2010,Suzuki,Burgman 650 Exec,Scooter,638 ccm
2010,Suzuki,Burgman Fuel Cell,Scooter,Electric
2010,Suzuki,DR 125 SM,Super motard,124 ccm
2010,Suzuki,DR-Z125,Enduro/offroad,124 ccm
2010,Suzuki,DR-Z125L,Enduro/offroad,124 ccm
2010,Suzuki,DR-Z400E,Enduro/offroad,399 ccm
2010,Suzuki,DR-Z400S,Enduro/offroad,396 ccm
2010,Suzuki,DR-Z400SM,Super motard,396 ccm
2010,Suzuki,DR-Z70,Enduro/offroad,69 ccm
2010,Suzuki,DR200SE,Enduro/offroad,199 ccm
2010,Suzuki,DR650SE,Enduro/offroad,644 ccm
2010,Suzuki,Gladius,Naked bike,645 ccm
2010,Suzuki,Gladius 400,Naked bike,399 ccm
2010,Suzuki,Gladius 400 ABS,Naked bike,399 ccm
2010,Suzuki,GS500F,Sport,487 ccm
2010,Suzuki,GSR 600,Naked bike,599 ccm
2010,Suzuki,GSX 1250 FA Traveller,Sport,1255 ccm
2010,Suzuki,GSX-R 1000 Anniversary,Sport,999 ccm
2010,Suzuki,GSX-R1000,Sport,999 ccm
2010,Suzuki,GSX-R600,Sport,599 ccm
2010,Suzuki,GSX-R750,Sport,749 ccm
2010,Suzuki,GSX650F,Sport,656 ccm
2010,Suzuki,GZ250,Allround,249 ccm
2010,Suzuki,Hayabusa,Sport,1340 ccm
2010,Suzuki,Intruder C800,Custom/cruiser,805 ccm
2010,Suzuki,Intruder M1800R,Custom/cruiser,1783 ccm
2010,Suzuki,Intruder M800,Custom/cruiser,805 ccm
2010,Suzuki,Marauder GZ125,Custom/cruiser,125 ccm
2010,Suzuki,RM-Z250,Cross/motocross,249 ccm
2010,Suzuki,RM250,Cross/motocross,249 ccm
2010,Suzuki,RM85,Cross/motocross,84 ccm
2010,Suzuki,RM85L,Cross/motocross,84 ccm
2010,Suzuki,RMX450Z,Enduro/offroad,449 ccm
2010,Suzuki,RMZ 450,Cross/motocross,449 ccm
2010,Suzuki,Sixteen 125,Scooter,124 ccm
2010,Suzuki,Sixteen 150,Scooter,156 ccm
2010,Suzuki,SV650,Naked bike,645 ccm
2010,Suzuki,SV650 ABS,Naked bike,645 ccm
2010,Suzuki,SV650SF,Sport,656 ccm
2010,Suzuki,SV650SF ABS,Sport,656 ccm
2010,Suzuki,TU250,Classic,249 ccm
2010,Suzuki,V-Strom 1000,Sport touring,996 ccm
2010,Suzuki,V-Strom 650,Sport touring,645 ccm
2010,Suzuki,V-Strom 650 ABS,Sport touring,645 ccm
2010,Suzuki,V-Strom 650 ABS Traveller,Sport touring,645 ccm
2010,Suzuki,Van Van RV125,Allround,125 ccm
2010,Swift,ESF Bar Chopper,Custom/cruiser,1639 ccm
2010,Swift,ESF Punisher,Custom/cruiser,1639 ccm
2010,Swift,Lil Drifter,Custom/cruiser,1340 ccm
2010,Sym,Citycom 300,Scooter,263 ccm
2010,Sym,DD 50,Scooter,49 ccm
2010,Sym,Fiddle II 125,Scooter,124 ccm
2010,Sym,Fiddle II 50,Scooter,49 ccm
2010,Sym,HD Evo 125,Scooter,125 ccm
2010,Sym,Jet  4 50,Scooter,50 ccm
2010,Sym,Jet 4 125,Scooter,125 ccm
2010,Sym,Jet BasiX 50,Scooter,49 ccm
2010,Sym,Jet EuroX 100,Scooter,101 ccm
2010,Sym,Jet EuroX 50,Scooter,49 ccm
2010,Sym,Jet SportX 50 Factory,Scooter,49 ccm
2010,Sym,Joymax 125,Scooter,124 ccm
2010,Sym,Joymax 250,Scooter,260 ccm
2010,Sym,Joyride 125 Evo,Scooter,124 ccm
2010,Sym,Joyride 200i Evo,Scooter,175 ccm
2010,Sym,Mio 100,Scooter,101 ccm
2010,Sym,Mio 50,Scooter,49 ccm
2010,Sym,Orbit 125,Scooter,125 ccm
2010,Sym,Orbit 50,Scooter,50 ccm
2010,Sym,Symphony 125,Scooter,125 ccm
2010,Sym,Symphony 50,Scooter,50 ccm
2010,Sym,VS 125,Scooter,125 ccm
2010,Sym,VS 150,Scooter,150 ccm
2010,Sym,Wolf 125,Allround,125 ccm
2010,Sym,Wolf Classic,Allround,125 ccm
2010,Sym,X-Wolf,Allround,124 ccm
2010,Sym,XS125-K,Allround,124 ccm
2010,Tank,Sports Racer 150 DS-09,Scooter,149 ccm
2010,Tank,Sports Racer DS-08,Scooter,149 ccm
2010,Tank,Sports Racer TR-16-08,Scooter,149 ccm
2010,Tank,Sports Sporty 150,Scooter,149 ccm
2010,Tank,Sports Sporty 50,Scooter,49 ccm
2010,Tank,Sports Touring 150 Deluxe,Scooter,149 ccm
2010,Tank,Sports Touring 250DE-08,Scooter,257 ccm
2010,Tank,Sports Trail TKX-110,Trial,110 ccm
2010,Tank,Sports Trail TKX-200,Trial,199 ccm
2010,Tank,Sports Urban 50,Scooter,49 ccm
2010,Tank,Sports Vision 250E,Custom/cruiser,249 ccm
2010,Tank,Sports Vision Topline Khaos,Sport,249 ccm
2010,Tayo,HJ125-6A Mars,Allround,124 ccm
2010,TGB,101R 125,Scooter,124 ccm
2010,TGB,101R 50,Scooter,49 ccm
2010,TGB,101S 50,Scooter,49 ccm
2010,TGB,Blade 325LE,ATV,287 ccm
2010,TGB,Blade 425LE,ATV,403 ccm
2010,TGB,Blade 525SE,ATV,503 ccm
2010,TGB,Blade 550SE,ATV,503 ccm
2010,TGB,Bullet 125,Scooter,124 ccm
2010,TGB,Bullet 50,Scooter,49 ccm
2010,TGB,Cappuccio 50,Scooter,50 ccm
2010,TGB,Express 125,Scooter,124 ccm
2010,TGB,Express 50,Scooter,49 ccm
2010,TGB,Hawk 125,Scooter,124 ccm
2010,TGB,Hawk 50,Scooter,49 ccm
2010,TGB,Tapo 50,Scooter,49 ccm
2010,TGB,Target 325,ATV,325 ccm
2010,TGB,Target 425,ATV,403 ccm
2010,TGB,Target 525,ATV,503 ccm
2010,TGB,X motion 125 EFI,Scooter,125 ccm
2010,TGB,X motion 250 EFI,Scooter,251 ccm
2010,TM,Racing EN 125,Enduro/offroad,124 ccm
2010,TM,Racing EN 144,Enduro/offroad,143 ccm
2010,TM,Racing EN 250,Enduro/offroad,249 ccm
2010,TM,Racing EN 250 Fi e.s.,Enduro/offroad,249 ccm
2010,TM,Racing EN 300,Enduro/offroad,294 ccm
2010,TM,Racing EN 450 F e.s.,Enduro/offroad,449 ccm
2010,TM,Racing EN 530 F e.s.,Enduro/offroad,528 ccm
2010,TM,Racing MX 125,Cross/motocross,124 ccm
2010,TM,Racing MX 144,Cross/motocross,143 ccm
2010,TM,Racing MX 250,Cross/motocross,249 ccm
2010,TM,Racing MX 250 Fi,Cross/motocross,249 ccm
2010,TM,Racing MX 300,Cross/motocross,294 ccm
2010,TM,Racing MX 450 F,Cross/motocross,449 ccm
2010,TM,Racing MX 530 F,Cross/motocross,528 ccm
2010,TM,Racing SMM 125 B. D.,Super motard,124 ccm
2010,TM,Racing SMM 450 F B. D. e.s.,Super motard,449 ccm
2010,TM,Racing SMM 530 F B. D. e.s.,Super motard,528 ccm
2010,TM,Racing SMR 125,Super motard,124 ccm
2010,TM,Racing SMR 450 F e.s.,Super motard,449 ccm
2010,TM,Racing SMR 530 F e.s.,Super motard,528 ccm
2010,TM,Racing SMX 450 F Comp,Super motard,449 ccm
2010,TM,Racing SMX 660 F Comp,Super motard,658 ccm
2010,Tomos,Arrow,Scooter,49 ccm
2010,Tomos,MC50 Junior,"Minibike, sport",49 ccm
2010,Tomos,MC50 Senior,"Minibike, sport",49 ccm
2010,Tomos,MC80 Dirt Bike,"Minibike, sport",79 ccm
2010,Tomos,Revival TS,Scooter,49 ccm
2010,Tomos,Streetmate,Sport,49 ccm
2010,Track,T-800 CDI,Enduro/offroad,800 ccm
2010,Travertson,V-Rex,Naked bike,1250 ccm
2010,Triumph,America,Custom/cruiser,865 ccm
2010,Triumph,Bonneville,Classic,865 ccm
2010,Triumph,Bonneville Black,Classic,865 ccm
2010,Triumph,Bonneville SE,Classic,865 ccm
2010,Triumph,Bonneville Sixty,Classic,865 ccm
2010,Triumph,Bonneville T100,Classic,865 ccm
2010,Triumph,Daytona 675,Classic,675 ccm
2010,Triumph,Rocket III Roadster,Naked bike,2294 ccm
2010,Triumph,Rocket III Touring,Touring,2294 ccm
2010,Triumph,Scrambler,Classic,865 ccm
2010,Triumph,Speed Triple,Naked bike,1050 ccm
2010,Triumph,Speed Triple SE,Naked bike,1050 ccm
2010,Triumph,Speedmaster,Custom/cruiser,865 ccm
2010,Triumph,Sprint ST,Sport touring,1050 ccm
2010,Triumph,Street Triple,Naked bike,675 ccm
2010,Triumph,Street Triple R,Naked bike,675 ccm
2010,Triumph,Thruxton,Classic,865 ccm
2010,Triumph,Thunderbird,Custom/cruiser,1594 ccm
2010,Triumph,Tiger,Allround,1050 ccm
2010,Triumph,Tiger SE,Allround,1050 ccm
2010,TVS,Apache 150,Sport,148 ccm
2010,TVS,Apache RTR 160,Sport,160 ccm
2010,TVS,Apache RTR 180,Sport,177 ccm
2010,TVS,Flame DS 125,Allround,125 ccm
2010,TVS,Max 100,Allround,98 ccm
2010,TVS,Metro 100,Sport,100 ccm
2010,TVS,Scooty Pep,Scooter,88 ccm
2010,TVS,Scooty Streak,Scooter,88 ccm
2010,TVS,Star LX,Sport,100 ccm
2010,TVS,Victor GLX,Allround,125 ccm
2010,TVS,Victor GX,Allround,109 ccm
2010,TVS,XL HD,Scooter,70 ccm
2010,TVS,XL Super,Scooter,70 ccm
2010,Ultra,Apache Pro-Street,Custom/cruiser,1852 ccm
2010,Ultra,Ground Pounder Rigid 300,Custom/cruiser,1573 ccm
2010,Ultra,Intimidator Chopper,Custom/cruiser,1852 ccm
2010,Ultra,Lowdown Drop Seat,Custom/cruiser,1852 ccm
2010,UM,DSF 125,Enduro/offroad,125 ccm
2010,UM,DSF 159,Enduro/offroad,150 ccm
2010,UM,DSR 150,Enduro/offroad,150 ccm
2010,UM,Fastwind 125,Sport,125 ccm
2010,UM,Fastwind 150,Sport,150 ccm
2010,UM,GP1-R 125,Scooter,125 ccm
2010,UM,GP1-R 150,Scooter,150 ccm
2010,UM,GP1-R 50,Scooter,49 ccm
2010,UM,Matrix II 125,Scooter,125 ccm
2010,UM,Matrix II 150,Scooter,150 ccm
2010,UM,Max 125,Allround,125 ccm
2010,UM,Max 150,Allround,150 ccm
2010,UM,Nitrox 125,Allround,125 ccm
2010,UM,Nitrox 150,Allround,150 ccm
2010,UM,Renegade 150 LE,Custom/cruiser,150 ccm
2010,UM,Renegade 200 LE,Custom/cruiser,196 ccm
2010,UM,REV 125,Allround,125 ccm
2010,UM,REV 150,Allround,150 ccm
2010,UM,SMF II 125,Super motard,125 ccm
2010,UM,SMF II 150,Super motard,150 ccm
2010,UM,V2C 650S,Custom/cruiser,647 ccm
2010,UM,V2S-250R,Sport,249 ccm
2010,UM,V2S-650R,Sport,647 ccm
2010,UM,Xtreet 125,Sport,125 ccm
2010,UM,Xtreet 150,Sport,150 ccm
2010,UM,Xtreet 180,Sport,175 ccm
2010,UM,Xtreet 200,Sport,196 ccm
2010,UM,Xtreet Sport 125,Naked bike,125 ccm
2010,UM,Xtreet Sport 150,Naked bike,150 ccm
2010,Ural,Gear Up 750,Classic,745 ccm
2010,Ural,Patrol 750,Classic,745 ccm
2010,Ural,Retro 750,Classic,745 ccm
2010,Ural,Taiga,Classic,745 ccm
2010,Ural,Tourist 750,Classic,745 ccm
2010,Ural,Wolf 750,Custom/cruiser,745 ccm
2010,Vahrenkamp,Diesel 462,Allround,462 ccm
2010,Vectrix,VX-1,Scooter,Electric
2010,Vectrix,VX-1E,Scooter,Electric
2010,Veli,VL 150GS,Sport,149 ccm
2010,Veli,VL 250GS,Sport,253 ccm
2010,Veli,VL150-4II,Custom/cruiser,149 ccm
2010,Veli,VL150-8,Custom/cruiser,149 ccm
2010,Veli,VL250-4,Custom/cruiser,253 ccm
2010,Vento,Avalanche EX,ATV,90 ccm
2010,Vento,Phantom r4i,Scooter,150 ccm
2010,Vento,Rebellian,Touring,150 ccm
2010,Vento,Triton r4,Scooter,49 ccm
2010,Vento,V-Thunder,Custom/cruiser,249 ccm
2010,Vento,Zip r3i Turbocam,Scooter,49 ccm
2010,Vespa,GTS 125,Scooter,124 ccm
2010,Vespa,GTS 125 Super,Scooter,124 ccm
2010,Vespa,GTS 250 i.e.,Scooter,244 ccm
2010,Vespa,GTS 300 Super,Scooter,278 ccm
2010,Vespa,GTS SuperSport,Scooter,278 ccm
2010,Vespa,GTV 250,Scooter,244 ccm
2010,Vespa,GTV 300ie Via Montenapoleane,Scooter,278 ccm
2010,Vespa,LX  125 4T,Scooter,125 ccm
2010,Vespa,LX 150,Scooter,150 ccm
2010,Vespa,LXV 150,Scooter,150 ccm
2010,Vespa,S 125,Scooter,125 ccm
2010,Vespa,S 150,Scooter,150 ccm
2010,Vespa,S 50,Scooter,50 ccm
2010,Victory,Arlen Ness Victory Vision,Custom/cruiser,1731 ccm
2010,Victory,Cory Ness Jackpot,Custom/cruiser,1731 ccm
2010,Victory,Cross Country,Touring,1737 ccm
2010,Victory,Cross Roads,Touring,1737 ccm
2010,Victory,Hammer,Custom/cruiser,1638 ccm
2010,Victory,Hammer 8 Ball,Custom/cruiser,1639 ccm
2010,Victory,Hammer S,Custom/cruiser,1731 ccm
2010,Victory,Jackpot,Custom/cruiser,1737 ccm
2010,Victory,Kingpin,Custom/cruiser,1639 ccm
2010,Victory,Kingpin 8 Ball,Custom/cruiser,1639 ccm
2010,Victory,Vegas,Custom/cruiser,1639 ccm
2010,Victory,Vegas 8-Ball,Custom/cruiser,1634 ccm
2010,Victory,Vision 8 Ball,Touring,1731 ccm
2010,Victory,Vision Tour,Touring,1731 ccm
2010,Viper,Diamondback,Custom/cruiser,2491 ccm
2010,Von,Dutch Leftcoast Rigid,Custom/cruiser,1852 ccm
2010,Voxan,Black Classic,Classic,996 ccm
2010,Voxan,Black Magic,Naked bike,996 ccm
2010,Voxan,Cafe Racer 05,Naked bike,996 ccm
2010,Voxan,Charade Racing,Naked bike,996 ccm
2010,Voxan,Street Scrambler,Naked bike,996 ccm
2010,Voxan,VX-10,Naked bike,996 ccm
2010,Vuka,RM 125,Sport,124 ccm
2010,Vuka,RM 200,Sport,198 ccm
2010,Vuka,TM 125,Enduro/offroad,124 ccm
2010,Vuka,TM 200,Enduro/offroad,198 ccm
2010,Vuka,XL 125,Scooter,120 ccm
2010,Vyrus,984,Naked bike,982 ccm
2010,Vyrus,985,Naked bike,999 ccm
2010,Wakan,100 Roadster,Naked bike,1640 ccm
2010,Wakan,Track Racer,Prototype/concept model,1640 ccm
2010,West,Coast Choppers CFL,Custom/cruiser,1852 ccm
2010,West,Coast Choppers CFL II,Custom/cruiser,2032 ccm
2010,West,Coast Choppers Dominator,Custom/cruiser,2032 ccm
2010,West,Coast Choppers El Diablo Rigid,Custom/cruiser,2032 ccm
2010,West,Coast Choppers El Diablo Sturgis Special,Custom/cruiser,2032 ccm
2010,West,Coast Choppers El Diablo Swingarm,Custom/cruiser,2032 ccm
2010,WT,Motors Atene 125,Scooter,125 ccm
2010,WT,Motors Atene 152,Scooter,153 ccm
2010,WT,Motors Bilbao 50,Scooter,50 ccm
2010,WT,Motors Bomber 125,Scooter,125 ccm
2010,WT,Motors Bomber 151,Scooter,150 ccm
2010,WT,Motors Hollywood 125,Scooter,125 ccm
2010,WT,Motors Hollywood 50,Scooter,50 ccm
2010,WT,Motors Miami 250,Scooter,244 ccm
2010,Xingyue,XY 250GY Dirt Bike,Custom/cruiser,250 ccm
2010,Xingyue,XY 400,Custom/cruiser,386 ccm
2010,Xingyue,XY 400 GY Speed Bike,Custom/cruiser,386 ccm
2010,Xingyue,XY 400Y-2 Dirt Bike,Custom/cruiser,386 ccm
2010,Xingyue,XY150,Custom/cruiser,149 ccm
2010,Xispa,25.com,"Minibike, cross",25 ccm
2010,Xispa,Chrono 125.com,Scooter,125 ccm
2010,Xispa,EnduCross 50,Enduro/offroad,50 ccm
2010,Xispa,EnduCross 50x4T,Enduro/offroad,50 ccm
2010,Xispa,R125,Trial,125 ccm
2010,Xispa,R250,Trial,250 ccm
2010,Xispa,R280,Trial,273 ccm
2010,Xmotos,Kodiac 250,ATV,243 ccm
2010,Xmotos,X33 MD125,Super motard,125 ccm
2010,Xmotos,XP 125P,Enduro/offroad,120 ccm
2010,Xmotos,XPR 125,Enduro/offroad,120 ccm
2010,Xmotos,XTR 125,Enduro/offroad,120 ccm
2010,Xmotos,XTR 250W,Enduro/offroad,249 ccm
2010,Xmotos,XZ 250R,Enduro/offroad,243 ccm
2010,Xmotos,XZP 250W,Enduro/offroad,249 ccm
2010,Yamaha,Aerox R,Scooter,49 ccm
2010,Yamaha,Big Bear 400 4x4 IRS,ATV,421 ccm
2010,Yamaha,BWs,Scooter,49 ccm
2010,Yamaha,BWs 12,Scooter,49 ccm
2010,Yamaha,BWs 125,Scooter,125 ccm
2010,Yamaha,BWs Naked,Scooter,49 ccm
