Year,Make,Model,Category,Engine,Package
2006,CPI,Supermoto SM,Super motard,49 ccm,
2006,CR&S,VUN,Naked bike,652 ccm,
2006,Daelim,A-Four,Scooter,50 ccm,
2006,Daelim,CiTi Ace 110,Scooter,109 ccm,
2006,Daelim,Cordi,Scooter,50 ccm,
2006,Daelim,Daystar,Custom/cruiser,124 ccm,
2006,Daelim,E-Five ATS,Scooter,49 ccm,
2006,Daelim,History 125,Scooter,125 ccm,
2006,Daelim,NS 125 III,Scooter,125 ccm,
2006,Daelim,Roadwin,Allround,125 ccm,
2006,Daelim,S-Five,Scooter,50 ccm,
2006,Daelim,S2 125,Scooter,125 ccm,
2006,Daelim,S2 250,Scooter,249 ccm,
2006,DB,Motors Pirat AC 12-10,"Minibike, cross",50 ccm,
2006,DB,Motors Pirat AC 12-14,"Minibike, cross",50 ccm,
2006,DB,Motors Pirat LC,"Minibike, cross",50 ccm,
2006,DB,Motors Pirat LC 12-14,"Minibike, cross",50 ccm,
2006,DB,Motors Supersport 12-10,"Minibike, cross",50 ccm,
2006,DB,Motors ZZ 10-10,"Minibike, cross",50 ccm,
2006,DB,Motors ZZ 12-14,"Minibike, cross",50 ccm,
2006,Derbi,Atlantis Bullet,Scooter,50 ccm,
2006,Derbi,Atlantis City,Scooter,50 ccm,
2006,Derbi,Atlantis City 100 4T,Scooter,96 ccm,
2006,Derbi,Atlantis City 50 4T,Scooter,49 ccm,
2006,Derbi,Atlantis Two Chic,Scooter,50 ccm,
2006,Derbi,Boulevard 125,Scooter,124 ccm,
2006,Derbi,Boulevard 150,Scooter,149 ccm,
2006,Derbi,Boulevard 200,Scooter,198 ccm,
2006,Derbi,Dirt Boy 10,"Minibike, cross",50 ccm,
2006,Derbi,Dirt Kid 12,"Minibike, cross",50 ccm,
2006,Derbi,DRD Edition 50 SM,Super motard,50 ccm,
2006,Derbi,DRD Pro 50 SM,Super motard,50 ccm,
2006,Derbi,DRD Racing 50 SM,Super motard,50 ccm,
2006,Derbi,GP 1 Racing,Scooter,49 ccm,
2006,Derbi,GP1 125,Scooter,124 ccm,
2006,Derbi,GP1 250,Scooter,248 ccm,
2006,Derbi,GP1 50,Scooter,49 ccm,
2006,Derbi,GPR 125 Nude,Naked bike,125 ccm,
2006,Derbi,GPR 125 Racing,Sport,125 ccm,
2006,Derbi,GPR 50 Nude,Naked bike,50 ccm,
2006,Derbi,GPR 50 R,Sport,49 ccm,
2006,Derbi,GPR 50 Racing,Sport,49 ccm,
2006,Derbi,GPR 50 Racing Replica,Sport,50 ccm,
2006,Derbi,GPR 80 Cup,Prototype/concept model,50 ccm,
2006,Derbi,GPX 1,Sport,49 ccm,
2006,Derbi,Mulhacen 659,Sport,659 ccm,
2006,Derbi,Rambla 50,Prototype/concept model,49 ccm,
2006,Derbi,Revolution 50,Scooter,50 ccm,
2006,Derbi,Revolution 50 GS,Scooter,50 ccm,
2006,Derbi,Senda 125,Sport,125 ccm,
2006,Derbi,Senda R DRD Pro,Enduro/offroad,50 ccm,
2006,Derbi,Senda R DRD Racing,Enduro/offroad,50 ccm,
2006,Derbi,Senda SM 125 4T,Super motard,124 ccm,
2006,Derbi,Senda X-Treme 50 R,Enduro/offroad,50 ccm,
2006,Derbi,Senda X-Treme 50 SM,Super motard,50 ccm,
2006,Derbi,Variant Sport Curier,Scooter,50 ccm,
2006,Derbi,Variant Start,Scooter,50 ccm,
2006,Derbi,X-Race 50 R,Enduro/offroad,50 ccm,
2006,Derbi,X-Race 50 SM,Super motard,50 ccm,
2006,Diamo,Aero GTX 50,Scooter,50 ccm,
2006,Diamo,Cruiser V-Twin 250,Custom/cruiser,248 ccm,
2006,Diamo,Fury 150,Scooter,149 ccm,
2006,Diamo,Retro 150,Scooter,149 ccm,
2006,Diamo,Tracer 150,Scooter,149 ccm,
2006,Diamo,Tracer 250,Scooter,248 ccm,
2006,Diamo,Turista 260,Scooter,258 ccm,
2006,Diamo,Velux 150,Scooter,150 ccm,
2006,Diamo,Velux 250 Convertible,Scooter,250 ccm,
2006,Ducati,749,Sport,748 ccm,
2006,Ducati,749 Dark,Sport,748 ccm,
2006,Ducati,749 R,Sport,749 ccm,
2006,Ducati,749s,Sport,748 ccm,
2006,Ducati,999 R Superbike,Sport,999 ccm,
2006,Ducati,999 Superbike,Sport,998 ccm,
2006,Ducati,999s Superbike,Sport,998 ccm,
2006,Ducati,HM Hypermotard,Prototype/concept model,1000 ccm,
2006,Ducati,Monster 620,Naked bike,618 ccm,
2006,Ducati,Monster 620 Dark,Naked bike,618 ccm,
2006,Ducati,Monster S4R,Naked bike,996 ccm,
2006,Ducati,Monster S4Rs Testastretta,Naked bike,998 ccm,
2006,Ducati,Monster SR2,Naked bike,803 ccm,
2006,Ducati,Monster SR2 1000,Naked bike,992 ccm,
2006,Ducati,Monster SR2 Dark,Naked bike,803 ccm,
2006,Ducati,Multistrada 1000 DS,Naked bike,992 ccm,
2006,Ducati,Multistrada 1000s DS,Sport touring,992 ccm,
2006,Ducati,Multistrada 620 Dark,Naked bike,618 ccm,
2006,Ducati,SportClassic GT 1000,Classic,992 ccm,
2006,Ducati,SportClassic PaulSmart 1000 LE,Classic,992 ccm,
2006,Ducati,SportClassic Sport 1000,Classic,992 ccm,
2006,Ducati,ST3,Sport touring,992 ccm,
2006,Ducati,ST3s ABS,Sport touring,992 ccm,
2006,Ducati,Superbike 999R Xerox,Sport,999 ccm,
2006,Ducati,Supersport 1000 DS,Sport,992 ccm,
2006,Ecosse,Heretic Ag,Naked bike,1868 ccm,
2006,Ecosse,Heretic C,Naked bike,1639 ccm,
2006,Ecosse,Heretic Ti,Naked bike,1967 ccm,
2006,Ecosse,The Heretic,Naked bike,1967 ccm,
2006,Enfield,500S Continental,Classic,499 ccm,
2006,Enfield,Bullet 350 Classic,Classic,346 ccm,
2006,Enfield,Bullet 500 Classic,Classic,499 ccm,
2006,Enfield,Bullet 500 Deluxe,Classic,499 ccm,
2006,Enfield,Bullet 500 Military,Classic,499 ccm,
2006,Enfield,Bullet Sixty-5,Classic,499 ccm,
2006,Enfield,Electra 350,Touring,350 ccm,
2006,Enfield,GT 500 Cafe Racer,Classic,499 ccm,
2006,Enfield,Trials Scrambler,Classic,499 ccm,
2006,Factory,Bike Chrono SM 50,Super motard,50 ccm,
2006,Factory,Bike Desert YR 50,Enduro/offroad,50 ccm,
2006,Factory,Bike Minidesert RC 14,Enduro/offroad,50 ccm,
2006,Factory,Bike Phantom R 12 Agua,"Minibike, cross",50 ccm,
2006,Factory,Bike Phantom R 14 Agua,"Minibike, cross",50 ccm,
2006,GAS,GAS 450 FSE,Enduro/offroad,449 ccm,
2006,GAS,GAS EC 125,Enduro/offroad,124 ccm,
2006,GAS,GAS EC 200,Enduro/offroad,199 ccm,
2006,GAS,GAS EC 250,Enduro/offroad,249 ccm,
2006,GAS,GAS EC 300,Enduro/offroad,295 ccm,
2006,GAS,GAS MC 125,Cross/motocross,124 ccm,
2006,GAS,GAS MC 250,Cross/motocross,249 ccm,
2006,GAS,GAS MC 65,Cross/motocross,65 ccm,
2006,GAS,GAS Pampera 280,Trial,272 ccm,
2006,GAS,GAS Pampera 400,Trial,398 ccm,
2006,GAS,GAS TXT 125 Pro,Trial,125 ccm,
2006,GAS,GAS TXT 200 PRO,Trial,175 ccm,
2006,GAS,GAS TXT 50 Boy,Trial,49 ccm,
2006,GAS,GAS TXT 80 Rookie,Trial,73 ccm,
2006,GAS,GAS TXT PRO 250,Trial,248 ccm,
2006,GAS,GAS TXT PRO 280,Trial,272 ccm,
2006,GAS,GAS TXT PRO 300,Trial,294 ccm,
2006,Generic,Ideo 50,Scooter,50 ccm,
2006,Generic,Racy XOR 125,Scooter,125 ccm,
2006,Generic,Racy XOR 50,Scooter,50 ccm,
2006,Generic,Soho 125,Scooter,125 ccm,
2006,Generic,Toxic 50,Sport,49 ccm,
2006,Generic,Trigger SM,Enduro/offroad,50 ccm,
2006,Generic,Trigger X,Enduro/offroad,50 ccm,
2006,Gilera,DNA 50,Naked bike,49 ccm,
2006,Gilera,Nexus 500,Scooter,460 ccm,
2006,Gilera,RCR,Enduro/offroad,50 ccm,
2006,Gilera,Runner Pure Jet,Scooter,49 ccm,
2006,Gilera,Runner Racing Replica,Scooter,49 ccm,
2006,Gilera,Runner SP 50,Scooter,49 ccm,
2006,Gilera,Runner VX 125,Scooter,124 ccm,
2006,Gilera,Runner VXR 200,Scooter,198 ccm,
2006,Gilera,SMT,Super motard,50 ccm,
2006,Gilera,Stalker,Scooter,49 ccm,
2006,Harley-Davidson,FLHR Road King,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLHRCI Road King Classic,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLHRI Road King,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLHRS Road King Custom,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLHRSI Road King Custom,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLHT Electra Glide Standard,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLHTCI Electra Glide Classic,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLHTCUI Ultra Classic Electra Glide,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLHTCUSE Screamin Eagle Ultra Classic Electra Glide,Custom/cruiser,1688 ccm,
2006,Harley-Davidson,FLHTI Electra Glide Standard,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLHX Street Glide,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLHXI Street Glide,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLST Heritage Softail,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLSTC Heritage Softail Classic,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLSTCI Heritage Softail Classic,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLSTF Fat Boy,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLSTFI Fat Boy,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLSTFSE Screamin Eagle Fat Boy,Custom/cruiser,1688 ccm,
2006,Harley-Davidson,FLSTI Heritage Softail,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLSTN Softail Deluxe,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLSTNI Softail Deluxe,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLSTSC Softail Springer Classic,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLSTSCI Softail Springer Classic,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FLTRI Road Glide,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXDBI Street Bob,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXDCI Dyna Super Glide Custom,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXDI Dyna Super Glide,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXDI35 35th Anniversary Dyna Super Glide,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXDLI Dyna Low Rider,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXDWGI Dyna Wide Glide,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXST Softail Standard,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXSTB Night Train,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXSTBI Night Train,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXSTD Softail Deuce,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXSTDI Softail Deuce,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXSTI Softail Standard,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXSTS Softail Springer,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,FXSTSI Softail Springer,Custom/cruiser,1442 ccm,
2006,Harley-Davidson,VRSCA V-Rod,Custom/cruiser,1131 ccm,
2006,Harley-Davidson,VRSCD Night Rod,Custom/cruiser,1131 ccm,
2006,Harley-Davidson,VRSCR Street Rod,Custom/cruiser,1131 ccm,
2006,Harley-Davidson,VRSCSE Screamin Eagle V-Rod,Custom/cruiser,1180 ccm,
2006,Harley-Davidson,XL 1200C Sportster 1200 Custom,Custom/cruiser,1200 ccm,
2006,Harley-Davidson,XL 1200L Sportster 1200 Low,Custom/cruiser,1200 ccm,
2006,Harley-Davidson,XL 1200R Sportster 1200 Roadster,Custom/cruiser,1200 ccm,
2006,Harley-Davidson,XL 883 L Sportster 883 Low,Custom/cruiser,883 ccm,
2006,Harley-Davidson,XL 883 Sportster 883,Custom/cruiser,883 ccm,
2006,Harley-Davidson,XL 883C Sportster 883 Custom,Custom/cruiser,883 ccm,
2006,Harley-Davidson,XL 883R Sportster 883 R,Custom/cruiser,883 ccm,
2006,Hero,Honda Achiever,Sport,149 ccm,
2006,Hero,Honda CD 100 SS,Sport,97 ccm,
2006,Hero,Honda CD Dawn,Sport,97 ccm,
2006,Hero,Honda CD Deluxe,Sport,97 ccm,
2006,Hero,Honda Gizmo,Classic,72 ccm,
2006,Hero,Honda Glamour,Sport,125 ccm,
2006,Hero,Honda Karizma,Sport,223 ccm,
2006,Hero,Honda Passion Plus,Sport,97 ccm,
2006,Hero,Honda Pleasure,Scooter,102 ccm,
2006,Hero,Honda Super Splendor,Sport,125 ccm,
2006,Highland,450 MX,Cross/motocross,449 ccm,
2006,Highland,Allroad,Enduro/offroad,936 ccm,
2006,Highland,Desert Storm,Enduro/offroad,936 ccm,
2006,Highland,DirtTrac,Super motard,749 ccm,
2006,Highland,Outback,Enduro/offroad,936 ccm,
2006,Highland,Super Motard,Super motard,936 ccm,
2006,Honda,599,Naked bike,599 ccm,
2006,Honda,919,Naked bike,919 ccm,
2006,Honda,@125,Scooter,125 ccm,
2006,Honda,@150,Scooter,153 ccm,
2006,Honda,ANF 125 Innova,Scooter,125 ccm,
2006,Honda,Ape 100,Sport,99 ccm,
2006,Honda,Ape 50,Sport,49 ccm,
2006,Honda,Benly 50 S,Sport,49 ccm,
2006,Honda,Big Ruckus,Scooter,249 ccm,
2006,Honda,CB 250 Nighthawk,Allround,234 ccm,
2006,Honda,CB 400 Super Bol D´Or,Naked bike,399 ccm,
2006,Honda,CB 400 Super Four,Naked bike,399 ccm,
2006,Honda,CB 600 F Hornet,Naked bike,600 ccm,
2006,Honda,CBF 1000,Naked bike,998 ccm,
2006,Honda,CBF 150,Allround,149 ccm,
2006,Honda,CBF 250,Naked bike,249 ccm,
2006,Honda,CBF 500,Naked bike,499 ccm,
2006,Honda,CBF 600,Naked bike,600 ccm,
2006,Honda,CBF 600 S,Naked bike,600 ccm,
2006,Honda,CBR 1000 RR Fireblade,Sport,998 ccm,
2006,Honda,CBR 1100 XX Super Blackbird,Sport touring,1137 ccm,
2006,Honda,CBR 125 R,Sport,125 ccm,
2006,Honda,CBR 600 F4i,Sport,599 ccm,
2006,Honda,CBR 600 RR,Sport,599 ccm,
2006,Honda,CBR 600 RR Movistar,Sport,599 ccm,
2006,Honda,CBX 250 Twister,Naked bike,249 ccm,
2006,Honda,CG 125,Naked bike,124 ccm,
2006,Honda,CR 125 R,Cross/motocross,125 ccm,
2006,Honda,CR 250 R,Cross/motocross,249 ccm,
2006,Honda,CR 85 R,Cross/motocross,85 ccm,
2006,Honda,CR 85 R Expert,Cross/motocross,85 ccm,
2006,Honda,Crea Scoopy,Scooter,49 ccm,
2006,Honda,CRF 100 F,Enduro/offroad,99 ccm,
2006,Honda,CRF 150 F,Enduro/offroad,149 ccm,
2006,Honda,CRF 230 F,Enduro/offroad,223 ccm,
2006,Honda,CRF 250 R,Cross/motocross,249 ccm,
2006,Honda,CRF 250 X,Enduro/offroad,249 ccm,
2006,Honda,CRF 450 R,Cross/motocross,449 ccm,
2006,Honda,CRF 450 X,Enduro/offroad,449 ccm,
2006,Honda,CRF 50 F,Enduro/offroad,49 ccm,
2006,Honda,CRF 70 F,Enduro/offroad,72 ccm,
2006,Honda,CRF 80 F,Enduro/offroad,80 ccm,
2006,Honda,Deauville,Touring,680 ccm,
2006,Honda,Dio Cesta,Scooter,50 ccm,
2006,Honda,DN-01,Prototype/concept model,680 ccm,
2006,Honda,Dylan 125,Scooter,125 ccm,
2006,Honda,Dylan 150,Scooter,153 ccm,
2006,Honda,Elite 80,Scooter,80 ccm,
2006,Honda,FMX 650,Enduro/offroad,644 ccm,
2006,Honda,Foresight,Scooter,249 ccm,
2006,Honda,Forza-EX,Scooter,250 ccm,
2006,Honda,Forza-X,Scooter,250 ccm,
2006,Honda,Gold Wing Audio Comfort,Touring,1832 ccm,
2006,Honda,Gold Wing Audio Comfort Navi,Touring,1832 ccm,
2006,Honda,Gold Wing Audio Comfort Navi ABS,Touring,1832 ccm,
2006,Honda,Gold Wing Premium Audio,Touring,1832 ccm,
2006,Honda,Gorilla,"Minibike, sport",50 ccm,
2006,Honda,Gyro Canopy,Scooter,49 ccm,
2006,Honda,Helix,Scooter,244 ccm,
2006,Honda,Hornet 900,Naked bike,919 ccm,
2006,Honda,Metropolitan,Scooter,49 ccm,
2006,Honda,Metropolitan II,Scooter,49 ccm,
2006,Honda,Monkey,"Minibike, sport",50 ccm,
2006,Honda,Paneuropean,Sport touring,1300 ccm,
2006,Honda,Pantheon,Scooter,125 ccm,
2006,Honda,Pantheon 150,Scooter,150 ccm,
2006,Honda,PS 125i,Scooter,125 ccm,
2006,Honda,PS 150i,Scooter,153 ccm,
2006,Honda,RC51,Sport,999 ccm,
2006,Honda,Rebel,Allround,234 ccm,
2006,Honda,Reflex,Scooter,249 ccm,
2006,Honda,Reflex ABS,Scooter,249 ccm,
2006,Honda,Reflex Sport,Scooter,249 ccm,
2006,Honda,Reflex Sport ABS,Scooter,249 ccm,
2006,Honda,Ruckus,Scooter,49 ccm,
2006,Honda,SCV 100 Lead,Scooter,102 ccm,
2006,Honda,SH 125i,Scooter,125 ccm,
2006,Honda,SH 150i,Scooter,153 ccm,
2006,Honda,Shadow 125,Custom/cruiser,125 ccm,
2006,Honda,Shadow Aero,Custom/cruiser,745 ccm,
2006,Honda,Shadow Sabre,Custom/cruiser,1099 ccm,
2006,Honda,Shadow Slasher,Custom/cruiser,398 ccm,
2006,Honda,Shadow Spirit,Custom/cruiser,1099 ccm,
2006,Honda,Shadow Spirit 750,Custom/cruiser,745 ccm,
2006,Honda,Shadow VLX,Custom/cruiser,583 ccm,
2006,Honda,Shadow VLX Deluxe,Custom/cruiser,583 ccm,
2006,Honda,Silver Wing,Scooter,582 ccm,
2006,Honda,Silver Wing ABS,Scooter,582 ccm,
2006,Honda,Smart Dio Z4,Scooter,49 ccm,
2006,Honda,Super Cub 50,Scooter,49 ccm,
2006,Honda,Today,Scooter,50 ccm,
2006,Honda,V-Twin Magna,Custom/cruiser,229 ccm,
2006,Honda,Varadero 125,Enduro/offroad,125 ccm,
2006,Honda,VFR,Sport touring,782 ccm,
2006,Honda,VFR 800 Interceptor,Sport,781 ccm,
2006,Honda,VFR 800 Interceptor ABS,Sport,781 ccm,
2006,Honda,VT 750 C4 Shadow,Custom/cruiser,745 ccm,
2006,Honda,VTR 1000 F FireStorm,Sport,996 ccm,
2006,Honda,VTR 1000 SP-2,Sport,999 ccm,
2006,Honda,VTX 1300,Custom/cruiser,1312 ccm,
2006,Honda,VTX 1300 R,Custom/cruiser,1312 ccm,
2006,Honda,VTX 1300 S,Custom/cruiser,1312 ccm,
2006,Honda,VTX 1800 Classic Style,Custom/cruiser,1795 ccm,
2006,Honda,VTX 1800 Neo Retro,Custom/cruiser,1795 ccm,
2006,Honda,VTX 1800 Performance Cruiser,Custom/cruiser,1795 ccm,
2006,Honda,VTX 1800 Retro Cruiser,Custom/cruiser,1795 ccm,
2006,Honda,VTX 1800 Sport Cruiser,Custom/cruiser,1795 ccm,
2006,Honda,VTX 1800S Classic Cruiser,Classic,1795 ccm,
2006,Honda,XL 1000 V Varadero,Touring,996 ccm,
2006,Honda,XL 650 L Transalp,Enduro/offroad,647 ccm,
2006,Honda,XR 125 L,Enduro/offroad,124 ccm,
2006,Honda,XR 50 Motard,Super motard,50 ccm,
2006,Honda,XR 650,Enduro/offroad,649 ccm,
2006,Honda,XR 650 L,Enduro/offroad,644 ccm,
2006,Honda,XR 650 R,Enduro/offroad,649 ccm,
2006,Honda,Zoomer,Scooter,50 ccm,
2006,Husaberg,FE 450 E,Enduro/offroad,449 ccm,
2006,Husaberg,FE 550 E,Enduro/offroad,550 ccm,
2006,Husaberg,FE 650 E,Enduro/offroad,628 ccm,
2006,Husaberg,FS 450 E,Super motard,449 ccm,
2006,Husaberg,FS 650 C,Super motard,628 ccm,
2006,Husaberg,FS 650 E,Super motard,628 ccm,
2006,Husqvarna,CR 125,Cross/motocross,124 ccm,
2006,Husqvarna,SM 125 S,Super motard,125 ccm,
2006,Husqvarna,SM 610,Super motard,610 ccm,
2006,Husqvarna,SMR 450,Super motard,449 ccm,
2006,Husqvarna,SMR 510,Super motard,501 ccm,
2006,Husqvarna,TC 250,Cross/motocross,250 ccm,
2006,Husqvarna,TC 450,Cross/motocross,449 ccm,
2006,Husqvarna,TC 510,Cross/motocross,501 ccm,
2006,Husqvarna,TE 250,Enduro/offroad,250 ccm,
2006,Husqvarna,TE 450,Enduro/offroad,449 ccm,
2006,Husqvarna,TE 510,Enduro/offroad,501 ccm,
2006,Husqvarna,TE 610,Enduro/offroad,576 ccm,
2006,Husqvarna,WR 125,Enduro/offroad,125 ccm,
2006,Husqvarna,WR 250,Enduro/offroad,249 ccm,
2006,Husqvarna,WRE 125,Enduro/offroad,125 ccm,
2006,Hyosung,Aquila 125,Custom/cruiser,125 ccm,
2006,Hyosung,Aquila 250,Custom/cruiser,250 ccm,
2006,Hyosung,Aquila 650,Custom/cruiser,647 ccm,
2006,Hyosung,EZ 100 M,Scooter,99 ccm,
2006,Hyosung,GF 125 E,Naked bike,125 ccm,
2006,Hyosung,GT 125,Sport,125 ccm,
2006,Hyosung,GT 250,Sport,249 ccm,
2006,Hyosung,GT 250 R,Sport,249 ccm,
2006,Hyosung,GT 650,Sport,647 ccm,
2006,Hyosung,GT 650 R,Sport,647 ccm,
2006,Hyosung,GT 650 S,Naked bike,647 ccm,
2006,Hyosung,Karion 125,Enduro/offroad,125 ccm,
2006,Hyosung,MS3 125,Scooter,124 ccm,
2006,Hyosung,MS3 250,Scooter,250 ccm,
2006,Hyosung,RX 125 SM,Super motard,124 ccm,
2006,Hyosung,SD 50,Scooter,49 ccm,
2006,Hyosung,SF 50,Scooter,49 ccm,
2006,Hyosung,SF 50 Racing,Scooter,49 ccm,
2006,Hyosung,SF 50 Rally,Scooter,49 ccm,
2006,Hyosung,Super Cab 50,Scooter,49 ccm,
2006,Hyosung,XRX 125,Cross/motocross,125 ccm,
2006,Jawa-CZ,100 Robby,Sport,97 ccm,
2006,Jawa-CZ,125 Chopper,Sport,124 ccm,
2006,Jawa-CZ,125 Dandy,Sport,124 ccm,
2006,Jawa-CZ,125 Sport,Sport,124 ccm,
2006,Jawa-CZ,125 Travel,Sport,124 ccm,
2006,Jawa-CZ,350 Basic,Sport,344 ccm,
2006,Jawa-CZ,350 Calefornian,Sport,344 ccm,
2006,Jawa-CZ,350 Chopper,Sport,344 ccm,
2006,Jawa-CZ,350 Style,Sport,344 ccm,
2006,Jawa-CZ,350 Tramp,Sport,344 ccm,
2006,Jawa-CZ,50 Minarelli,Sport,50 ccm,
2006,Jawa-CZ,50 Robby,Sport,50 ccm,
2006,Jawa-CZ,650 Bizon,Sport,652 ccm,
2006,Jawa-CZ,650 Classic,Sport,652 ccm,
2006,Jincheng,AX 100-C,Sport,97 ccm,
2006,Jincheng,AX 125,Sport,124 ccm,
2006,Jincheng,JC 100 Y,Enduro/offroad,98 ccm,
2006,Jincheng,JC 125 B,Custom/cruiser,124 ccm,
2006,Jincheng,JC 125 B Police,Custom/cruiser,125 ccm,
2006,Jincheng,JC 150 T,Scooter,152 ccm,
2006,Jincheng,Knight JC 125-2A,Sport,124 ccm,
2006,Jincheng,Sinus Girder JC 100-H,Allround,97 ccm,
2006,Jincheng,SJ 125 T,Scooter,125 ccm,
2006,Kawasaki,Concours,Sport touring,997 ccm,
2006,Kawasaki,Eliminator 125,Custom/cruiser,124 ccm,
2006,Kawasaki,ER-5,Naked bike,498 ccm,
2006,Kawasaki,ER-6f,Sport,649 ccm,
2006,Kawasaki,ER-6n,Naked bike,649 ccm,
2006,Kawasaki,GT 125 R,Sport,125 ccm,
2006,Kawasaki,GT 250 R,Sport,249 ccm,
2006,Kawasaki,KDX 200,Enduro/offroad,200 ccm,
2006,Kawasaki,KLE 500,Naked bike,498 ccm,
2006,Kawasaki,KLR 650,Super motard,651 ccm,
2006,Kawasaki,KLX 250 R,Super motard,249 ccm,
2006,Kawasaki,KX 100,Cross/motocross,99 ccm,
2006,Kawasaki,KX 125,Cross/motocross,124 ccm,
2006,Kawasaki,KX 250,Cross/motocross,249 ccm,
2006,Kawasaki,KX 250 F,Cross/motocross,249 ccm,
2006,Kawasaki,KX 450 F,Cross/motocross,449 ccm,
2006,Kawasaki,KX 65,Cross/motocross,65 ccm,
2006,Kawasaki,KX 85,Cross/motocross,84 ccm,
2006,Kawasaki,KX 85 II Grossrad,Enduro/offroad,99 ccm,
2006,Kawasaki,Ninja 250 R,Sport,248 ccm,
2006,Kawasaki,Ninja ZX-10 R,Sport,998 ccm,
2006,Kawasaki,Ninja ZX-12R,Sport,1198 ccm,
2006,Kawasaki,Ninja ZX-14,Sport,1352 ccm,
2006,Kawasaki,Ninja ZX-6 R,Sport,636 ccm,
2006,Kawasaki,Ninja ZX-6RR,Sport,599 ccm,
2006,Kawasaki,VN Vulcan 1600 Classic Tourer,Cross/motocross,1552 ccm,
2006,Kawasaki,Vulcan 1500 Classic,Custom/cruiser,1470 ccm,
2006,Kawasaki,Vulcan 1600 Classic,Custom/cruiser,1552 ccm,
2006,Kawasaki,Vulcan 1600 Mean Streak,Custom/cruiser,1552 ccm,
2006,Kawasaki,Vulcan 1600 Nomad,Custom/cruiser,1552 ccm,
2006,Kawasaki,Vulcan 2000,Custom/cruiser,2053 ccm,
2006,Kawasaki,Vulcan 2000 Classic,Custom/cruiser,2053 ccm,
2006,Kawasaki,Vulcan 2000 Classic LT,Custom/cruiser,2053 ccm,
2006,Kawasaki,Vulcan 2000 Limited,Custom/cruiser,2053 ccm,
2006,Kawasaki,Vulcan 500 LTD,Custom/cruiser,498 ccm,
2006,Kawasaki,Vulcan 750,Custom/cruiser,749 ccm,
2006,Kawasaki,Vulcan 800 Drifter,Custom/cruiser,805 ccm,
2006,Kawasaki,Vulcan 900 Classic,Custom/cruiser,903 ccm,
2006,Kawasaki,Vulcan 900 Classic LT,Custom/cruiser,903 ccm,
2006,Kawasaki,W 650,Classic,675 ccm,
2006,Kawasaki,Z 1000,Naked bike,953 ccm,
2006,Kawasaki,Z 750,Naked bike,675 ccm,
2006,Kawasaki,Z 750 S,Naked bike,748 ccm,
2006,Kawasaki,ZRX 1200,Sport,1164 ccm,
2006,Kawasaki,ZZR 1400,Sport,1352 ccm,
2006,Kawasaki,ZZR 600,Sport,599 ccm,
2006,Keeway,ARN 125,Scooter,125 ccm,
2006,Keeway,Cooper Offroad,Enduro/offroad,49 ccm,
2006,Keeway,Focus 50,Scooter,49 ccm,
2006,Keeway,Focus125,Scooter,125 ccm,
2006,Keeway,Hurricane 50,Scooter,50 ccm,
2006,Keeway,Land Cruiser 250,Custom/cruiser,248 ccm,
2006,Keeway,Matrix 50,Scooter,49 ccm,
2006,Keeway,Partner 100,Scooter,97 ccm,
2006,Keeway,Partner 110,Scooter,109 ccm,
2006,Keeway,Speed 125,Sport,125 ccm,
2006,Keeway,Superlight,Allround,125 ccm,
2006,Keeway,Supershadow,Allround,249 ccm,
